,Source,ddof1,ddof2,F,p-unc,p-GG-corr,np2,eps,sphericity,W-spher,p-spher
0,context,2,88,7.590296495956907,0.0009097555570401881,0.0020587908084027107,0.14712643678160978,0.8162937307626578,False,0.7749507777479099,0.004162876693111574
