,Source,ddof1,ddof2,F,p-unc,p-GG-corr,np2,eps,sphericity,W-spher,p-spher
0,context,2,88,0.5398773006134955,0.5847376369894061,0.5361563902326341,0.012121212121212088,0.7548440252287515,False,0.6752230042530781,0.00021533540567555235
