,A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges
0,"Near-Nudity
 (Accidental)","Near-Nudity
 (Intentional)",-1.644,-0.889,-0.756,0.237,-3.195,0.001,-0.668
