,Source,ddof1,ddof2,F,p-unc,p-GG-corr,np2,eps,sphericity,W-spher,p-spher
0,context,2,88,4.56187290969899,0.013029235432097351,0.029899719713382403,0.09393939393939381,0.6153830269072177,False,0.3749958054160466,6.943330089121056e-10
