,Source,ddof1,ddof2,F,p-unc,p-GG-corr,np2,eps,sphericity,W-spher,p-spher
0,context,2,88,2.96629213483146,0.05666588288087296,0.06358025143496028,0.06315789473684208,0.884614042312606,False,0.8695635020830704,0.04954251089038799
