,Contrast,A,B,Paired,Parametric,T,dof,Tail,p-unc,BF10,hedges
0,question,"Near-Nudity
 (Intentional)","Near-Nudity
 (Accidental)",False,True,2.5643082314850068,88.0,two-sided,0.012033840177607549,3.762,0.5359830983296109
