,Source,ddof1,ddof2,F,p-unc,p-GG-corr,np2,eps,sphericity,W-spher,p-spher
0,context,2,88,3.3306772908366464,0.04033091937182282,0.058270741920945036,0.07037037037037025,0.7059073987445095,False,0.5833835970857633,9.289997564897681e-06
