,Source,ddof1,ddof2,F,p-unc,p-GG-corr,np2,eps,sphericity,W-spher,p-spher
0,context,2,88,8.969103240391869,0.00028505093212342073,0.002557776888033605,0.1693270735524258,0.6015225521981052,False,0.3375519399135324,7.233076807325646e-11
